Instância,Solução ótima (SO),Solução inicial,Solução encontrada (SE),% de desvio em relação à solução ótima,Tempo computacional,Heurística Inicial,Algoritmo Pós-processamento
a280,2579,3324.59,2879.81,11.66382318728189,14,NearestNeighbor,LinKernighanHeuristic
a280,2579,3324.59,3324.59,28.910042652190775,1,NearestNeighbor,OptK
a280,2579,3324.59,2880.54,11.69212873206669,3329,NearestNeighbor,OptOr
a280,2579,3324.59,3130.3,21.376502520356734,10061,NearestNeighbor,Opt3
a280,2579,3324.59,2884.68,11.8526560682435,177,NearestNeighbor,Opt2
a280,2579,3781.94,2914.6,13.012795657231482,1,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
a280,2579,3781.94,3781.94,46.643660333462584,0,MinimumSpanningTreeHeuristic,OptK
a280,2579,3781.94,3043.11,17.99573478092284,5534,MinimumSpanningTreeHeuristic,OptOr
a280,2579,3781.94,2955.67,14.60527336176813,20130,MinimumSpanningTreeHeuristic,Opt3
a280,2579,3781.94,2899.19,12.415277239240018,193,MinimumSpanningTreeHeuristic,Opt2
a280,2579,3071.85,2946.74,14.259015122140356,1,CheapestInsertion,LinKernighanHeuristic
a280,2579,3071.85,3071.85,19.110120201628536,0,CheapestInsertion,OptK
a280,2579,3071.85,2815.43,9.167506785575798,2873,CheapestInsertion,OptOr
a280,2579,3071.85,2914.47,13.00775494377665,10053,CheapestInsertion,Opt3
a280,2579,3071.85,2897.56,12.352074447460254,128,CheapestInsertion,Opt2
a280,2579,2962.64,2952.67,14.488949205118265,0,FarthestInsertion,LinKernighanHeuristic
a280,2579,2962.64,2962.64,14.87553315238464,0,FarthestInsertion,OptK
a280,2579,2962.64,2809.01,8.918573090345104,1943,FarthestInsertion,OptOr
a280,2579,2962.64,2952.68,14.489336952307088,7535,FarthestInsertion,Opt3
a280,2579,2962.64,2929.4,13.586661496704153,96,FarthestInsertion,Opt2
a280,2579,35345.83,2882.18,11.755719271035279,1,RandomPathConstruction,LinKernighanHeuristic
a280,2579,35345.83,35056.36,1259.3005040713456,0,RandomPathConstruction,OptK
a280,2579,35345.83,3273.79,26.940286932919733,15635,RandomPathConstruction,OptOr
a280,2579,35345.83,2925.38,13.430787126793334,15060,RandomPathConstruction,Opt3
a280,2579,35345.83,3022.91,17.212485459480416,193,RandomPathConstruction,Opt2
bier127,118282,135098.7,124973.92,5.657597943896787,0,NearestNeighbor,LinKernighanHeuristic
bier127,118282,135098.7,135098.7,14.217463350298448,0,NearestNeighbor,OptK
bier127,118282,135098.7,121275.43,2.530757004446994,203,NearestNeighbor,OptOr
bier127,118282,135098.7,129692.59,9.64693698111293,605,NearestNeighbor,Opt3
bier127,118282,135098.7,124973.92,5.657597943896787,13,NearestNeighbor,Opt2
bier127,118282,157605.76,128095.86,8.297002079775453,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
bier127,118282,157605.76,157605.76,33.245768586936315,0,MinimumSpanningTreeHeuristic,OptK
bier127,118282,157605.76,128986.37,9.049872338986486,341,MinimumSpanningTreeHeuristic,OptOr
bier127,118282,157605.76,134868.97,14.02324106795624,726,MinimumSpanningTreeHeuristic,Opt3
bier127,118282,157605.76,128095.86,8.297002079775453,10,MinimumSpanningTreeHeuristic,Opt2
bier127,118282,138341.6,136215.72,15.161833584146365,0,CheapestInsertion,LinKernighanHeuristic
bier127,118282,138341.6,138341.6,16.959131566933266,0,CheapestInsertion,OptK
bier127,118282,138341.6,127445.49,7.747155103904234,111,CheapestInsertion,OptOr
bier127,118282,138341.6,135881.09,14.87892494208755,850,CheapestInsertion,Opt3
bier127,118282,138341.6,135174.21,14.28130231142523,9,CheapestInsertion,Opt2
bier127,118282,129535.48,129535.48,9.514110346460152,0,FarthestInsertion,LinKernighanHeuristic
bier127,118282,129535.48,129535.48,9.514110346460152,0,FarthestInsertion,OptK
bier127,118282,129535.48,123736.05,4.6110566273820215,99,FarthestInsertion,OptOr
bier127,118282,129535.48,127614.8,7.890296072098884,728,FarthestInsertion,Opt3
bier127,118282,129535.48,129535.48,9.514110346460152,7,FarthestInsertion,Opt2
bier127,118282,664215.72,129349.51,9.356884394920609,0,RandomPathConstruction,LinKernighanHeuristic
bier127,118282,664215.72,664215.72,461.5526622816658,0,RandomPathConstruction,OptK
bier127,118282,664215.72,132374.95,11.91470384335741,634,RandomPathConstruction,OptOr
bier127,118282,664215.72,131137.43,10.868458429854073,847,RandomPathConstruction,Opt3
bier127,118282,664215.72,133907.77,13.21060685480461,16,RandomPathConstruction,Opt2
ch130,6110,7575.29,6741.95,10.342880523731585,0,NearestNeighbor,LinKernighanHeuristic
ch130,6110,7575.29,7575.29,23.981833060556465,0,NearestNeighbor,OptK
ch130,6110,7575.29,6900.38,12.935842880523735,177,NearestNeighbor,OptOr
ch130,6110,7575.29,6741.39,10.33371522094927,1195,NearestNeighbor,Opt3
ch130,6110,7575.29,6626.99,8.461374795417345,17,NearestNeighbor,Opt2
ch130,6110,8128.76,6761.17,10.65744680851064,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
ch130,6110,8128.76,8128.76,33.04026186579379,0,MinimumSpanningTreeHeuristic,OptK
ch130,6110,8128.76,7006.1,14.666121112929629,354,MinimumSpanningTreeHeuristic,OptOr
ch130,6110,8128.76,6664.0,9.067103109656301,796,MinimumSpanningTreeHeuristic,Opt3
ch130,6110,8128.76,6712.19,9.855810147299502,17,MinimumSpanningTreeHeuristic,Opt2
ch130,6110,7200.01,6887.28,12.72144026186579,0,CheapestInsertion,LinKernighanHeuristic
ch130,6110,7200.01,7200.01,17.839770867430445,0,CheapestInsertion,OptK
ch130,6110,7200.01,6562.3,7.4026186579378095,229,CheapestInsertion,OptOr
ch130,6110,7200.01,6864.51,12.348772504091658,533,CheapestInsertion,Opt3
ch130,6110,7200.01,6865.66,12.367594108019638,10,CheapestInsertion,Opt2
ch130,6110,6493.75,6485.6,6.147299509001643,0,FarthestInsertion,LinKernighanHeuristic
ch130,6110,6493.75,6493.75,6.280687397708674,0,FarthestInsertion,OptK
ch130,6110,6493.75,6352.58,3.9702127659574455,60,FarthestInsertion,OptOr
ch130,6110,6493.75,6493.75,6.280687397708674,132,FarthestInsertion,Opt3
ch130,6110,6493.75,6485.6,6.147299509001643,6,FarthestInsertion,Opt2
ch130,6110,45895.74,6586.73,7.8024549918166874,1,RandomPathConstruction,LinKernighanHeuristic
ch130,6110,45895.74,45842.43,650.2852700490998,0,RandomPathConstruction,OptK
ch130,6110,45895.74,6834.68,11.86055646481179,708,RandomPathConstruction,OptOr
ch130,6110,45895.74,6691.81,9.522258592471365,664,RandomPathConstruction,Opt3
ch130,6110,45895.74,6709.33,9.809001636661211,14,RandomPathConstruction,Opt2
ch150,6528,8194.61,6665.32,2.103553921568623,0,NearestNeighbor,LinKernighanHeuristic
ch150,6528,8194.61,8194.61,25.53017769607844,0,NearestNeighbor,OptK
ch150,6528,8194.61,7094.48,8.677696078431365,252,NearestNeighbor,OptOr
ch150,6528,8194.61,7382.81,13.094515931372555,693,NearestNeighbor,Opt3
ch150,6528,8194.61,6662.69,2.063265931372543,25,NearestNeighbor,Opt2
ch150,6528,8333.47,7005.31,7.311734068627457,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
ch150,6528,8333.47,8333.47,27.65732230392156,0,MinimumSpanningTreeHeuristic,OptK
ch150,6528,8333.47,7138.76,9.356004901960787,489,MinimumSpanningTreeHeuristic,OptOr
ch150,6528,8333.47,7202.82,10.337316176470583,689,MinimumSpanningTreeHeuristic,Opt3
ch150,6528,8333.47,7131.18,9.239889705882359,25,MinimumSpanningTreeHeuristic,Opt2
ch150,6528,8048.36,7509.89,15.041207107843144,0,CheapestInsertion,LinKernighanHeuristic
ch150,6528,8048.36,8048.36,23.289828431372545,0,CheapestInsertion,OptK
ch150,6528,8048.36,7045.04,7.920343137254901,333,CheapestInsertion,OptOr
ch150,6528,8048.36,7550.14,15.657781862745104,917,CheapestInsertion,Opt3
ch150,6528,8048.36,7485.94,14.67432598039215,16,CheapestInsertion,Opt2
ch150,6528,7212.42,7150.48,9.535539215686267,0,FarthestInsertion,LinKernighanHeuristic
ch150,6528,7212.42,7212.42,10.484375000000002,0,FarthestInsertion,OptK
ch150,6528,7212.42,6934.7,6.230085784313723,102,FarthestInsertion,OptOr
ch150,6528,7212.42,7152.66,9.56893382352941,462,FarthestInsertion,Opt3
ch150,6528,7212.42,7150.48,9.535539215686267,15,FarthestInsertion,Opt2
ch150,6528,53084.79,7324.89,12.20726102941177,1,RandomPathConstruction,LinKernighanHeuristic
ch150,6528,53084.79,52809.05,708.9621629901961,0,RandomPathConstruction,OptK
ch150,6528,53084.79,7706.69,18.05591299019607,1270,RandomPathConstruction,OptOr
ch150,6528,53084.79,7392.23,13.238817401960778,1387,RandomPathConstruction,Opt3
ch150,6528,53084.79,7383.23,13.100949754901956,25,RandomPathConstruction,Opt2
d198,15780,18585.12,16363.13,3.695373891001262,0,NearestNeighbor,LinKernighanHeuristic
d198,15780,18585.12,18585.12,17.7764258555133,0,NearestNeighbor,OptK
d198,15780,18585.12,17465.07,10.678517110266156,831,NearestNeighbor,OptOr
d198,15780,18585.12,17258.92,9.3721166032953,3332,NearestNeighbor,Opt3
d198,15780,18585.12,16816.12,6.56603295310519,58,NearestNeighbor,Opt2
d198,15780,19261.97,16524.81,4.71996197718632,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
d198,15780,19261.97,19261.97,22.06571609632447,0,MinimumSpanningTreeHeuristic,OptK
d198,15780,19261.97,16735.18,6.053105196451206,1345,MinimumSpanningTreeHeuristic,OptOr
d198,15780,19261.97,17065.97,8.149366286438537,3993,MinimumSpanningTreeHeuristic,Opt3
d198,15780,19261.97,16359.54,3.672623574144492,58,MinimumSpanningTreeHeuristic,Opt2
d198,15780,17873.63,17293.62,9.592015209125469,0,CheapestInsertion,LinKernighanHeuristic
d198,15780,17873.63,17873.63,13.267617237008878,0,CheapestInsertion,OptK
d198,15780,17873.63,17005.49,7.766096324461354,643,CheapestInsertion,OptOr
d198,15780,17873.63,17624.7,11.69011406844107,2662,CheapestInsertion,Opt3
d198,15780,17873.63,17367.31,10.058998732572885,35,CheapestInsertion,Opt2
d198,15780,16191.49,16101.84,2.0395437262357423,1,FarthestInsertion,LinKernighanHeuristic
d198,15780,16191.49,16191.49,2.6076679340937883,0,FarthestInsertion,OptK
d198,15780,16191.49,15949.24,1.0724968314321912,233,FarthestInsertion,OptOr
d198,15780,16191.49,16189.61,2.5957541191381535,1332,FarthestInsertion,Opt3
d198,15780,16191.49,16102.86,2.046007604562741,23,FarthestInsertion,Opt2
d198,15780,191929.64,16963.44,7.49961977186311,1,RandomPathConstruction,LinKernighanHeuristic
d198,15780,191929.64,191813.26,1115.5466413181243,0,RandomPathConstruction,OptK
d198,15780,191929.64,18201.82,15.34740177439797,3272,RandomPathConstruction,OptOr
d198,15780,191929.64,18082.08,14.588593155893548,3994,RandomPathConstruction,Opt3
d198,15780,191929.64,16815.13,6.559759188846648,59,RandomPathConstruction,Opt2
eil101,629,892.22,707.74,12.518282988871226,0,NearestNeighbor,LinKernighanHeuristic
eil101,629,892.22,892.22,41.84737678855326,0,NearestNeighbor,OptK
eil101,629,892.22,736.59,17.10492845786964,178,NearestNeighbor,OptOr
eil101,629,892.22,745.06,18.451510333863265,203,NearestNeighbor,Opt3
eil101,629,892.22,681.78,8.391096979332268,10,NearestNeighbor,Opt2
eil101,629,832.22,673.99,7.152623211446742,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
eil101,629,832.22,832.22,32.308426073131955,0,MinimumSpanningTreeHeuristic,OptK
eil101,629,832.22,680.2,8.139904610492852,108,MinimumSpanningTreeHeuristic,OptOr
eil101,629,832.22,727.7,15.691573926868053,204,MinimumSpanningTreeHeuristic,Opt3
eil101,629,832.22,677.43,7.6995230524642215,10,MinimumSpanningTreeHeuristic,Opt2
eil101,629,703.58,679.69,8.058823529411773,0,CheapestInsertion,LinKernighanHeuristic
eil101,629,703.58,703.58,11.856915739268686,0,CheapestInsertion,OptK
eil101,629,703.58,672.49,6.91414944356121,38,CheapestInsertion,OptOr
eil101,629,703.58,696.44,10.721780604133555,100,CheapestInsertion,Opt3
eil101,629,703.58,683.55,8.672496025437194,3,CheapestInsertion,Opt2
eil101,629,701.42,698.23,11.00635930047695,0,FarthestInsertion,LinKernighanHeuristic
eil101,629,701.42,701.42,11.513513513513507,0,FarthestInsertion,OptK
eil101,629,701.42,670.67,6.624801271860088,36,FarthestInsertion,OptOr
eil101,629,701.42,693.76,10.295707472178059,102,FarthestInsertion,Opt3
eil101,629,701.42,698.23,11.00635930047695,3,FarthestInsertion,Opt2
eil101,629,3199.44,715.71,13.785373608903026,0,RandomPathConstruction,LinKernighanHeuristic
eil101,629,3199.44,3199.44,408.6550079491256,0,RandomPathConstruction,OptK
eil101,629,3199.44,708.66,12.664546899841012,200,RandomPathConstruction,OptOr
eil101,629,3199.44,736.85,17.146263910969797,254,RandomPathConstruction,Opt3
eil101,629,3199.44,687.66,9.325914149443557,10,RandomPathConstruction,Opt2
gil262,2378,3004.95,2589.1,8.877207737594613,0,NearestNeighbor,LinKernighanHeuristic
gil262,2378,3004.95,3004.95,26.364592094196798,0,NearestNeighbor,OptK
gil262,2378,3004.95,2555.63,7.469722455845253,4073,NearestNeighbor,OptOr
gil262,2378,3004.95,2655.19,11.656433978132887,9742,NearestNeighbor,Opt3
gil262,2378,3004.95,2571.94,8.1555929352397,160,NearestNeighbor,Opt2
gil262,2378,3358.15,2737.98,15.13793103448276,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
gil262,2378,3358.15,3358.15,41.21740958788899,0,MinimumSpanningTreeHeuristic,OptK
gil262,2378,3358.15,2769.85,16.478132884777118,4889,MinimumSpanningTreeHeuristic,OptOr
gil262,2378,3358.15,2792.04,17.41126997476871,9744,MinimumSpanningTreeHeuristic,Opt3
gil262,2378,3358.15,2692.41,13.221614802354914,160,MinimumSpanningTreeHeuristic,Opt2
gil262,2378,2825.13,2659.93,11.855761143818327,0,CheapestInsertion,LinKernighanHeuristic
gil262,2378,2825.13,2825.13,18.802775441547524,0,CheapestInsertion,OptK
gil262,2378,2825.13,2570.68,8.102607232968873,2679,CheapestInsertion,OptOr
gil262,2378,2825.13,2695.68,13.35912531539108,7827,CheapestInsertion,Opt3
gil262,2378,2825.13,2648.69,11.383095037846932,106,CheapestInsertion,Opt2
gil262,2378,2639.2,2603.7,9.491169049621522,1,FarthestInsertion,LinKernighanHeuristic
gil262,2378,2639.2,2639.2,10.98402018502943,0,FarthestInsertion,OptK
gil262,2378,2639.2,2534.08,6.563498738435657,1523,FarthestInsertion,OptOr
gil262,2378,2639.2,2624.59,10.369638351555935,5852,FarthestInsertion,Opt3
gil262,2378,2639.2,2603.7,9.491169049621522,80,FarthestInsertion,Opt2
gil262,2378,25607.49,2657.26,11.743481917577805,2,RandomPathConstruction,LinKernighanHeuristic
gil262,2378,25607.49,25607.49,976.849873843566,0,RandomPathConstruction,OptK
gil262,2378,25607.49,2836.44,19.278385197645083,8426,RandomPathConstruction,OptOr
gil262,2378,25607.49,2887.03,21.405803195963003,15619,RandomPathConstruction,Opt3
gil262,2378,25607.49,2778.46,16.840201850294367,186,RandomPathConstruction,Opt2
kroA100,21282,26856.39,22955.91,7.865379193684803,0,NearestNeighbor,LinKernighanHeuristic
kroA100,21282,26856.39,26856.39,26.192979983084292,0,NearestNeighbor,OptK
kroA100,21282,26856.39,23647.64,11.115684616107506,94,NearestNeighbor,OptOr
kroA100,21282,26856.39,23619.16,10.981862606897847,340,NearestNeighbor,Opt3
kroA100,21282,26856.39,22831.11,7.2789681420919115,6,NearestNeighbor,Opt2
kroA100,21282,27211.68,22510.21,5.771121135231647,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
kroA100,21282,27211.68,27211.68,27.862418945587823,0,MinimumSpanningTreeHeuristic,OptK
kroA100,21282,27211.68,23741.46,11.55652664223287,96,MinimumSpanningTreeHeuristic,OptOr
kroA100,21282,27211.68,24990.25,17.424349215299316,145,MinimumSpanningTreeHeuristic,Opt3
kroA100,21282,27211.68,23348.71,9.711070388121414,4,MinimumSpanningTreeHeuristic,Opt2
kroA100,21282,24299.51,22565.82,6.032421764871721,0,CheapestInsertion,LinKernighanHeuristic
kroA100,21282,24299.51,24299.51,14.178695611314717,0,CheapestInsertion,OptK
kroA100,21282,24299.51,21373.68,0.43078658020862837,46,CheapestInsertion,OptOr
kroA100,21282,24299.51,24291.96,14.143219622215952,99,CheapestInsertion,Opt3
kroA100,21282,24299.51,22565.82,6.032421764871721,5,CheapestInsertion,Opt2
kroA100,21282,23358.28,23026.65,8.197772765717515,0,FarthestInsertion,LinKernighanHeuristic
kroA100,21282,23358.28,23358.28,9.75603796635654,0,FarthestInsertion,OptK
kroA100,21282,23358.28,22180.87,4.223616201484818,61,FarthestInsertion,OptOr
kroA100,21282,23358.28,22151.09,4.0836857438210705,389,FarthestInsertion,Opt3
kroA100,21282,23358.28,23026.65,8.197772765717515,6,FarthestInsertion,Opt2
kroA100,21282,171467.76,24189.01,13.659477492716842,0,RandomPathConstruction,LinKernighanHeuristic
kroA100,21282,171467.76,171467.76,705.6938257682549,0,RandomPathConstruction,OptK
kroA100,21282,171467.76,28205.29,32.53120007518091,371,RandomPathConstruction,OptOr
kroA100,21282,171467.76,26130.12,22.780377784042848,339,RandomPathConstruction,Opt3
kroA100,21282,171467.76,24189.01,13.659477492716842,7,RandomPathConstruction,Opt2
kroA150,26524,33609.87,28970.17,9.222477755994564,0,NearestNeighbor,LinKernighanHeuristic
kroA150,26524,33609.87,33609.87,26.714937415171175,0,NearestNeighbor,OptK
kroA150,26524,33609.87,29920.11,12.803913436887349,464,NearestNeighbor,OptOr
kroA150,26524,33609.87,30089.94,13.444201477906798,917,NearestNeighbor,Opt3
kroA150,26524,33609.87,29305.3,10.485974966068463,25,NearestNeighbor,Opt2
kroA150,26524,35122.57,28627.4,7.930176443975273,0,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
kroA150,26524,35122.57,35122.57,32.4180741969537,0,MinimumSpanningTreeHeuristic,OptK
kroA150,26524,35122.57,28996.78,9.322801990649973,423,MinimumSpanningTreeHeuristic,OptOr
kroA150,26524,35122.57,29671.19,11.865442618006329,918,MinimumSpanningTreeHeuristic,Opt3
kroA150,26524,35122.57,28585.44,7.771980093500221,25,MinimumSpanningTreeHeuristic,Opt2
kroA150,26524,30931.41,29136.75,9.850512743175992,1,CheapestInsertion,LinKernighanHeuristic
kroA150,26524,30931.41,30931.41,16.616686774242197,0,CheapestInsertion,OptK
kroA150,26524,30931.41,28754.87,8.410760066354996,245,CheapestInsertion,OptOr
kroA150,26524,30931.41,29658.5,11.817599155481828,460,CheapestInsertion,Opt3
kroA150,26524,30931.41,29522.51,11.304893681194383,20,CheapestInsertion,Opt2
kroA150,26524,28657.77,28645.36,7.997888704569449,0,FarthestInsertion,LinKernighanHeuristic
kroA150,26524,28657.77,28657.77,8.044676519378678,0,FarthestInsertion,OptK
kroA150,26524,28657.77,28209.52,6.354697632332982,77,FarthestInsertion,OptOr
kroA150,26524,28657.77,28584.28,7.767606695822647,459,FarthestInsertion,Opt3
kroA150,26524,28657.77,28645.36,7.997888704569449,10,FarthestInsertion,Opt2
kroA150,26524,277910.95,29853.06,12.551123510782691,1,RandomPathConstruction,LinKernighanHeuristic
kroA150,26524,277910.95,277904.64,947.7478510028653,0,RandomPathConstruction,OptK
kroA150,26524,277910.95,29867.02,12.603755089730056,1297,RandomPathConstruction,OptOr
kroA150,26524,277910.95,31553.26,18.96116724475946,1148,RandomPathConstruction,Opt3
kroA150,26524,277910.95,29853.06,12.551123510782691,31,RandomPathConstruction,Opt2
kroA200,29368,35798.41,30056.67,2.3449673113592966,1,NearestNeighbor,LinKernighanHeuristic
kroA200,29368,35798.41,35798.41,21.89597521111415,0,NearestNeighbor,OptK
kroA200,29368,35798.41,31693.18,7.917393080904386,1510,NearestNeighbor,OptOr
kroA200,29368,35798.41,32434.45,10.441466902751296,2076,NearestNeighbor,Opt3
kroA200,29368,35798.41,30056.67,2.3449673113592966,48,NearestNeighbor,Opt2
kroA200,29368,40030.87,31616.43,7.656054208662491,1,MinimumSpanningTreeHeuristic,LinKernighanHeuristic
kroA200,29368,40030.87,40030.87,36.307783982566065,0,MinimumSpanningTreeHeuristic,OptK
kroA200,29368,40030.87,32975.46,12.283642059384361,1897,MinimumSpanningTreeHeuristic,OptOr
kroA200,29368,40030.87,32664.43,11.22456415145737,3458,MinimumSpanningTreeHeuristic,Opt3
kroA200,29368,40030.87,31616.43,7.656054208662491,61,MinimumSpanningTreeHeuristic,Opt2
kroA200,29368,34194.93,32112.56,9.345409970035417,1,CheapestInsertion,LinKernighanHeuristic
kroA200,29368,34194.93,34194.93,16.4360187959684,0,CheapestInsertion,OptK
kroA200,29368,34194.93,31170.82,6.138722418959411,824,CheapestInsertion,OptOr
kroA200,29368,34194.93,32204.69,9.659118768727863,3460,CheapestInsertion,Opt3
kroA200,29368,34194.93,32131.42,9.409629528738757,60,CheapestInsertion,Opt2
kroA200,29368,31951.47,31770.7,8.181353854535551,0,FarthestInsertion,LinKernighanHeuristic
kroA200,29368,31951.47,31951.47,8.796887769000277,0,FarthestInsertion,OptK
kroA200,29368,31951.47,30753.73,4.718503132661398,295,FarthestInsertion,OptOr
kroA200,29368,31951.47,31926.06,8.710365023154457,1384,FarthestInsertion,Opt3
kroA200,29368,31951.47,31770.7,8.181353854535551,37,FarthestInsertion,Opt2
kroA200,29368,332882.84,32114.59,9.352322255516208,1,RandomPathConstruction,LinKernighanHeuristic
kroA200,29368,332882.84,332882.84,1033.488286570417,0,RandomPathConstruction,OptK
kroA200,29368,332882.84,37691.4,28.34173249795697,4567,RandomPathConstruction,OptOr
kroA200,29368,332882.84,33296.75,13.37765595205666,4154,RandomPathConstruction,Opt3
kroA200,29368,332882.84,33263.44,13.264233178970317,84,RandomPathConstruction,Opt2
kroB100,22141,29155.04,22774.01,2.8589946253556677,0,NearestNeighbor,LinKernighanHeuristic
